name,normalized_name,source,publisher,pdf_page,rating,relevance_score,demidius_recommendation,tags,rules_summary,rules_verification_status,evaluation_method,citation
Hallow,hallow,Mythic Magic: Core Spells,Legendary Games,58,C,57,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,duration,"The area is increased to a 60-foot radius and the target site is warded by a mythic magic circle against evil effect, and the DC to re- sist positive channeled energy is increased by an additional amount equal to half…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 58."
Hallucinatory Terrain,hallucinatory terrain,Mythic Magic: Core Spells,Legendary Games,59,B,61,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability,"The duration increases to one day per level, and add one-half your mythic tier to the save DC for non-mythic creatures to disbelieve the effect. Augmented (6th): Increase the area to a radius of one mile per mythic tier.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 59."
Halt Undead,halt undead,Mythic Magic: Core Spells,Legendary Games,59,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"When an undead creature is immobilized by this spell and the effect is broken by taking damage, the undead is staggered until the end of its next turn. You can immobilize one addi- tional undead creature per 3 mythic…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 59."
Heal Mount,heal mount,Mythic Magic: Core Spells,Legendary Games,59,C,57,Useful party recovery; lower priority because the group already has exceptional Life Oracle healing.,restoration,"This functions as mythic heal, as described in Chapter 3 of Pathfinder Roleplaying Game Mythic Adventures, but it affects only a pala- din’s divine bonded creature (including sim- ilar alternate creatures obtained…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 59."
"Heal, Mass","heal, mass",Mythic Magic: Core Spells,Legendary Games,59,B,66,Useful party recovery; lower priority because the group already has exceptional Life Oracle healing.,party|restoration,"Each creature you target is affected as myth- ic heal, as described in Pathfinder Role- playing Game Mythic Adventures.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 59."
Helping Hand,helping hand,Mythic Magic: Core Spells,Legendary Games,59,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The helping hand can travel a number of miles equal to 5 plus your mythic tier in searching for the creature you designate. If the creature follows the hand to your location, the helping hand points out obstacles and…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 59."
Heroes’ Feast,heroes' feast,Mythic Magic: Core Spells,Legendary Games,59,C,55,Potential party-force multiplier consistent with Demidius's support and command role.,defense|leadership|weapon-focused,Creatures eating a mythic heroes’ feast gain the benefits of mythic remove disease and myth- ic neutralize poison and gain 2d8 temporary hit points +1 point per caster level (maximum +20). They also gain a +1 morale…,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 59."
"Heroism, Greater","heroism, greater",Mythic Magic: Core Spells,Legendary Games,59,A+,86,Excellent long-duration competence package for key allies.,buff|competence,"The target gains a +6 morale bonus on attack rolls, saves, and skill checks, immunity to all fear, emotion, and compulsion effects, and tem- porary hit points equal to your caster level plus twice your mythic tier.…",Verified - full-text extracted,Manual,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 59."
Hide From Animals,hide from animals,Mythic Magic: Core Spells,Legendary Games,59,C,57,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,duration,"The duration increases to 1 hour per level, and creatures do not become visible to animals if they touch them. If a creature hidden by this spell attacks an animal, that creature is no longer hidden by the spell, but…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 59."
Hide From Undead,hide from undead,Mythic Magic: Core Spells,Legendary Games,60,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,Intelligent undead whose Hit Dice are equal to or less than your mythic tier are not entitled to a saving throw to see through this spell.,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 60."
Hold Animal,hold animal,Mythic Magic: Core Spells,Legendary Games,60,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"When an animal paralyzed by this spell suc- ceeds at a subsequent saving throw to end the paralysis, it becomes slowed (as the slow spell). A second successful save ends the slow effect.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 60."
Hold Monster,hold monster,Mythic Magic: Core Spells,Legendary Games,60,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"When a creature paralyzed by this spell suc- ceeds at a subsequent saving throw to end the paralysis, it becomes slowed (as the slow spell). A second successful save ends the slow effect.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 60."
"Hold Monster, Mass","hold monster, mass",Mythic Magic: Core Spells,Legendary Games,60,B,59,Potential party-force multiplier consistent with Demidius's support and command role.,party,"As mythic hold monster, but you can target a number of creatures anywhere within range; they need not be within 30 feet of each other.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 60."
Hold Person,hold person,Mythic Magic: Core Spells,Legendary Games,60,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"When a creature paralyzed by this spell suc- ceeds at a subsequent saving throw to end the paralysis, it becomes slowed (as the slow spell). A second successful save ends the slow effect.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 60."
"Hold Person, Mass","hold person, mass",Mythic Magic: Core Spells,Legendary Games,60,B,59,Potential party-force multiplier consistent with Demidius's support and command role.,party,"As mythic hold person, but you can target a number of humanoids anywhere within range; they need not be within 30 feet of each other. Jason Nelson & Jonathan Keith - 55 Jason Nelson & Jonathan Keith - 55",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 60."
Holy Aura,holy aura,Mythic Magic: Core Spells,Legendary Games,60,C,51,"Low priority because Demidius is not a weapon, bomb, natural-attack, or companion-focused damage build.",casting-reliability|weapon-focused,Warded creatures gain a +6 deflection bonus to Armor Class and a +6 resistance bonus on saving throws and spell resistance of 25 plus your myth- ic tier against evil spells and spells cast by evil creatures. An evil…,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 60."
Holy Sword,holy sword,Mythic Magic: Core Spells,Legendary Games,60,C,51,"Low priority because Demidius is not a weapon, bomb, natural-attack, or companion-focused damage build.",casting-reliability|weapon-focused,"You can cast this spell on a melee weapon or ranged weapon, and that weapon radi- ates a mythic magic circle against evil, and creatures within this radius gain spell resis- tance of 20 plus your mythic tier against…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 60."
Horrid Wilting,horrid wilting,Mythic Magic: Core Spells,Legendary Games,60,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The damage dealt increases to 1d10 points of dam- age per level (maximum 20d10), and targets that fail their saves become fatigued with dehydration. Water elementals and plant creatures take 1d12 points of damage per…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 60."
Hypnotic Pattern,hypnotic pattern,Mythic Magic: Core Spells,Legendary Games,60,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Increase duration by a number of rounds equal to your mythic tier, and you may af- fect a number of Hit Dice of creatures equal to 2d6 plus your caster level plus your mythic tier. Creatures within a mythic hypnotic…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 60."
