name,normalized_name,source,publisher,pdf_page,rating,relevance_score,demidius_recommendation,tags,rules_summary,rules_verification_status,evaluation_method,citation
Cause Fear,cause fear,Mythic Spell Compendium,Legendary Games / Kobold Press,49,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Add your mythic tier to the Hit Die limit that this spell can affect; hence, if you are a 3rd-tier mythic character, you can affect creatures with 8 or few HD. For creatures of 5 or fewer Hit Dice, add a number of…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 49."
Caustic Blood,caustic blood,Mythic Spell Compendium,Legendary Games / Kobold Press,49,C,54,Generally inefficient for Demidius because the party already has overwhelming damage specialists.,damage|defense,"Your caustic blood spurts out in a 10-foot cone-shaped burst, affecting all creatures within that area. Increase damage to 1d8 points of acid damage per caster level for the initial damage and 1d8 points of acid damage…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 49."
Caustic Eruption,caustic eruption,Mythic Spell Compendium,Legendary Games / Kobold Press,49,C,54,Generally inefficient for Demidius because the party already has overwhelming damage specialists.,damage|defense,"This spell deals 1d10 points of damage per caster level (maximum 20d10), and creatures failing their saving throw are sickened until the end of their next turn and take an additional 1d10 points of damage per two…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 49."
Celestial Fanfare,celestial fanfare,Mythic Spell Compendium,Legendary Games / Kobold Press,49,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The damage dealt to evil creatures within the area of effect increases to 1d8 hp/caster level (maximum 15d8), and they are blinded and deafened for 2d6 rounds. A successful Fortitude save still halves the damage, and…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 49."
Certain Grip,certain grip,Mythic Spell Compendium,Legendary Games / Kobold Press,49,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,You add your tier to the competence bonus granted by this spell. Bull rush maneuvers against the target creature may move it no more than 5 feet.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 49."
Chain Of Bones,chain of bones,Mythic Spell Compendium,Legendary Games / Kobold Press,49,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,Add your mythic tier to your caster level for purposes of determining the bone chains’ CMB.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 49."
Chain Of Perdition,chain of perdition,Mythic Spell Compendium,Legendary Games / Kobold Press,49,A,83,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",action-economy|dispel,"You add your tier as a deflection bonus to the chain’s Armor Class, to its combat maneuver bonus and combat maneuver defense, and to the DC for caster level checks to dispel it. Augmented: If you expend two uses of…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 49."
Chains Of Fire,chains of fire,Mythic Spell Compendium,Legendary Games / Kobold Press,50,C,56,Generally inefficient for Demidius because the party already has overwhelming damage specialists.,casting-reliability|damage,"This spell deals 1d10 points of damage per caster level (maximum 20d10) and the save DC isn’t reduced for secondary targets. Secondary targets have to be within 30 feet of any other target, not necessarily the primary…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 50."
Challenge Evil,challenge evil,Mythic Spell Compendium,Legendary Games / Kobold Press,50,D,40,"Low priority because Demidius is not a weapon, bomb, natural-attack, or companion-focused damage build.",weapon-focused,"You gain a bonus equal to one-half your mythic tier (minimum +1) on melee attack and damage rolls against the subject of the spell. In addition, at the end of any round in which the target has not attacked you, it…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 50."
Chameleon Stride,chameleon stride,Mythic Spell Compendium,Legendary Games / Kobold Press,50,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can use this as a touch spell rather than a personal spell. If you cast the spell on yourself, add your mythic tier to the bonus you gain to Stealth checks, and you have total concealment from creatures more than…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 50."
Channel Scroll,channel scroll,Mythic Spell Compendium,Legendary Games / Kobold Press,50,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"If the scroll’s spell is on your spell list and you activate its magic without expending the scroll, add your mythic tier to its DC, regardless of whether you expend one or two prepared spells or spell slots. If the…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 50."
Channel The Gift,channel the gift,Mythic Spell Compendium,Legendary Games / Kobold Press,50,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The spell the target casts that is fueled by your channel the gift spell takes effect with a caster level increase equal to one-half your mythic tier (minimum +1). In addition, if your ally is a mythic creature, it may…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 50."
Channel Vigor,channel vigor,Mythic Spell Compendium,Legendary Games / Kobold Press,50,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can cast this spell with a range of touch. If you cast the spell on yourself, the effect of mythic channel vigor depends on which portions of your self on which you choose to focus: Limbs: You gain the benefits of…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 50."
Chaotic Spell Lash,chaotic spell lash,Mythic Spell Compendium,Legendary Games / Kobold Press,50,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"When you roll a d10 to determine the condition afflicted, you may add or subtract one as desired. Augmented (7th): If you expend two uses of mythic power, roll a d10 twice and apply both conditions.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 50."
Chaotic Vitality,chaotic vitality,Mythic Spell Compendium,Legendary Games / Kobold Press,50,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"There is a 50% chance that you do not apply the effect to yourself. Augmented (5th): If you expend two uses of mythic power, there is a 75% chance that you do not apply the effect to yourself.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 50."
"Chaotic Vitality, Mass","chaotic vitality, mass",Mythic Spell Compendium,Legendary Games / Kobold Press,50,B,59,Potential party-force multiplier consistent with Demidius's support and command role.,party,"Add half your mythic tier (minimum 1) to the number of creatures affected by this spell. Augmented (5th): If you expend two uses of mythic power, there is a 50% chance that you do not apply the effect to yourself.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 50."
Charm Animal,charm animal,Mythic Spell Compendium,Legendary Games / Kobold Press,50,B,62,Supports the enchantment package after mind blank and immunity-granting effects are removed.,enchantment,"As mythic charm person, except that it affects creatures of the animal type. Augmented: If you expend two uses of mythic power, the duration is increased to 1 day/level.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 50."
Charm Monster,charm monster,Mythic Spell Compendium,Legendary Games / Kobold Press,51,B,62,Supports the enchantment package after mind blank and immunity-granting effects are removed.,enchantment,"As mythic charm person, except that the effect is not restricted by creature type or size.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 51."
"Charm Monster, Mass","charm monster, mass",Mythic Spell Compendium,Legendary Games / Kobold Press,51,A,80,Mass social and combat control; immunity remains the limiting factor.,enchantment|mind-affecting,"As mythic charm monster, except that you add twice your mythic tier to the number Hit Dice of creatures you may charm.",Verified - full-text extracted,Manual,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 51."
